centralize_hre_title;Centralize the Holy Roman Empire;Centraliser le Saint Empire Romain;Zentralisieren Sie das Heilige Römische Reich;Centralizacja Swiete Cesarstwo Rzymskie;Centralizar el Sacro Imperio Romano;Centralizzare il Sacro Romano Impero;Centralizálja a Szent Római Birodalom;Centralizovat Svatá ríše rímská;Centralizálja a Szent Római Birodalom;Centraliseren van het Heilige Roomse Rijk;Centralize o Sacro Império Romano;????????????? ????????? ??????? ???????;Keskitä Pyhän roomalaisen keisarikunnan;x
mandate_of_heaven_NEWS_LONG;Son of the Sky, the Emperor of China is truly the Prince of Heaven and the population of China decided to accept it again. The coronation was in a more western style and the various warring states and cliques submitted to the Emperor like in antiquity.;Fils du Ciel, l'Empereur de Chine est vraiment le Prince des Cieux et la population de la Chine a décidé de l'accepter à nouveau. Le couronnement était dans un style plus occidental et les différents états et cliques en guerre soumis à l'empereur comme dans l'antiquité.;Sohn des Himmels, der Kaiser von China ist wirklich der Fürst des Himmels und die Bevölkerung von China beschlossen, es wieder zu akzeptieren. Die Krönung war im westlichen Stil und die verschiedenen kriegsführenden Staaten und Cliquen, die dem Kaiser wie in der Antike vorgelegt wurden.;Syn nieba, cesarz Chin jest naprawde ksieciem nieba, a ludnosc Chin postanowila ja zaakceptowac. Koronacja byla w bardziej zachodnim stylu, a rózne stany i kliki ciazace na cesarzu, jak w starozytnosci.;Hijo del Cielo, el Emperador de China es verdaderamente el Príncipe del Cielo y la población de China decidió aceptarlo de nuevo. La coronación estaba en un estilo más occidental y los diversos estados y camarillas enfrentados sometidos al emperador como en la antigüedad.;Figlio del Cielo, l'imperatore della Cina è veramente il Principe del Cielo e la popolazione della Cina ha deciso di accettare di nuovo. L'incoronazione era in uno stile più occidentale e vari stati in guerra e cricche presentato al condottiero come nell'antichità.;Fia az ég, a kínai császár valóban a Prince of Heaven és a lakosság Kína úgy döntött, hogy elfogadja azt vissza. A koronázás volt egy nyugati stílusú, és a különbözo háborúskodó államok és klikkek be a császárnak, mint az ókorban.;Syn nebes, císar Cíny je skutecne Prince of Heaven a pocet obyvatel Cíny rozhodl znovu prijmout zpet. Korunovace byl ve více westernovém stylu a ruzných válcících státu a klik predložené k císari jako ve staroveku.;Fia az ég, a kínai császár valóban a Prince of Heaven és a lakosság Kína úgy döntött, hogy elfogadja azt vissza. A koronázás volt egy nyugati stílusú, és a különbözo háborúskodó államok és klikkek be a császárnak, mint az ókorban.;Zoon van de Hemel, de keizer van China is echt de prins van de hemel en de bevolking van China besloten om het weer terug te nemen. De kroning was in een meer westerse stijl en de verschillende Strijdende Staten en klieken, zoals in de oudheid tot de keizer voorgelegd.;Filho do Céu, o Imperador da China é verdadeiramente o Príncipe do Céu ea população da China decidiu aceitá-lo novamente. A coroação estava em um estilo mais ocidental e os vários estados e cliques guerreiros submetidos ao Imperador como na antiguidade.;??? ????, ????????? ????????? ???????? ???????? ??????? ????????, ? ????????? ????? ?????? ??????? ??? ???????. ????????? ???? ? ????? ???????? ?????, ? ????????? ??????? ??????????? ? ????? ??????????? ??????????, ??? ? ?????????.;Poika Sky, Kiinan keisari on todella taivaan prinssi ja väestön Kiina päätti hyväksyä sen takaisin. Kruunajaisten oli entistä länsimaisen ja eri sotivien ja klikkien toimitettiin keisari kuten antiikin.;x
mandate_of_heaven_NEWS_MEDIUM;Today, the people of China were united again under the rule of the Son of Heaven, like in ancient times. Will the Emperor keep trading with the West?;Aujourd'hui, les gens de la Chine sont unis de nouveau sous la domination du Fils du Ciel, comme dans l'Antiquité. L'Empereur continuera-t-il à négocier avec l'Occident?;Heute sind die Menschen in China wieder unter der Herrschaft des Sohnes des Himmels, wie in der Antike. Wird der Kaiser mit dem Westen handeln?;Dzis ludzie z Chin zjednoczyli sie ponownie pod rzadami Syna Niebios, podobnie jak w czasach starozytnych. Czy cesarz bedzie kontynuowal handel z Zachodem?;Hoy, el pueblo de China se unió nuevamente bajo el gobierno del Hijo del Cielo, como en los tiempos antiguos. ¿El emperador seguirá comerciando con Occidente?;Oggi, il popolo della Cina uniti di nuovo sotto il dominio del Figlio del Cielo, come nei tempi antichi. Sarà l'imperatore mantenere trading con l'Occidente?;Ma, a kínai nép egyesült újra uralma alá a Son of Heaven, mint az ókorban. Vajon a császár tartani kereskedés a Nyugat?;V soucasné dobe lidé z Cíny sjednotila opet pod vládou Syna nebes, jako v dávných dobách. Bude Emperor udržet obchodování se Západem?;Ma, a kínai nép egyesült újra uralma alá a Son of Heaven, mint az ókorban. Vajon a császár tartani kereskedés a Nyugat?;Vandaag de dag, de bevolking van China verenigd weer onder de heerschappij van de Zoon van de Hemel, net als in de oude tijden. Zal de keizer te houden handel met het Westen?;Hoje, o povo da China se uniu novamente sob o domínio do Filho do Céu, como nos tempos antigos. O Imperador continuará negociando com o Ocidente?;??????? ????? ????? ????? ??????????? ??? ??????? ???? ????, ??? ? ??????? ???????. ????? ?? ????????? ?????????? ????????? ? ????????;Nykyään ihmiset China United takaisin vallan alle Poika Heaven, kuten muinoin. Tuleeko keisari pitää kauppaa lännen kanssa?;x
mandate_of_heaven_NEWS_SHORT;How will Western civilization face the new threat from the East - the Mandate of Heaven? Continued in page 7.;Comment la civilisation occidentale fera face à la nouvelle menace de l'Est du Mandat du Ciel? Continuez dans la page 7.;Wie sieht die westliche Zivilisation vor der neuen Bedrohung aus dem Osten des Mandats des Himmels? Weiter auf Seite 7.;W jaki sposób zachodnia cywilizacja stanie przed nowym zagrozeniem ze strony Wschodu Mandatu Nieba? Kontynuuj na stronie 7.;¿Cómo enfrentará la civilización occidental la nueva amenaza desde el Este del Mandato del Cielo? Continúe en la página 7.;Come sarà la civiltà occidentale ad affrontare la nuova minaccia da Oriente del Mandato del Cielo? Continuare a pagina 7.;Hogyan fog a nyugati civilizáció szembe az új fenyegetés a keleti a megbízás az ég? Folytatás a 7. oldalon.;Jak bude západní civilizace celit nové hrozbe z Východu mandátu nebes? Pokracujeme strane 7.;Hogyan fog a nyugati civilizáció szembe az új fenyegetés a keleti a megbízás az ég? Folytatás a 7. oldalon.;Hoe zullen de westerse beschaving geconfronteerd met de nieuwe dreiging uit het Oosten van het mandaat van de hemel? Ga verder in pagina 7.;Como a civilização ocidental enfrentará a nova ameaça do Oriente do Mandato do Céu? Continue na página 7.;??? ???????? ??????????? ?????????? ? ????? ??????? ? ??????? ??????? ?????? ????????? ?? ???. 7.;Miten länsimaisen sivilisaation kohtaamaan uusi uhka idästä ja taivaan mandaatti? Jatka sivulle 7.;x
become_hyderabad_title;Hyderabad Deccan;Hyderabad Deccan;Hyderabad Deccan;Hyderabad Deccan;Hyderabad Deccan;Hyderabad Deccan;Hyderabad Deccan;Hyderabad Deccan;Hyderabad Deccan;Hyderabad Deccan;Deccan de Hyderabad;?????????????? ?????;Hyderabad Deccan;x
become_hyderabad_desc;Successors of the Muslim Mughals, we decided to rebirth our country now as “Hyderabad”;Successeurs des Mughals musulmans, nous avons décidé de renier notre pays maintenant comme "Hyderabad";Nachfolger der muslimischen Moguln, haben wir beschlossen, unser Land jetzt als "Hyderabad";Nastepcy Muzulmanów Muzulmanów postanowilismy odrodzic nasz kraj jako "Hyderabad";Sucesores de los musulmanes mogoles, decidimos renacer nuestro país ahora como "Hyderabad";Successori dei Mughal musulmani, abbiamo deciso di far rinascere il nostro Paese adesso come "Hyderabad";A muszlim muzulmánok utódai, úgy döntöttünk, hogy most újjászületjük az országot mint "Hyderabad";Následníci muslimských Mughalu jsme se rozhodli znovuzrození naší zeme nyní jako "Hyderabad";A muszlim muzulmánok utódai, úgy döntöttünk, hogy most újjászületjük az országot mint "Hyderabad";Opvolgers van de Moslim Mughals, hebben we besloten om ons land nu te herbinnen als "Hyderabad";Sucessores dos Mughals muçulmanos, decidimos renascer nosso país agora como "Hyderabad";????????? ????????????? ???????, ?? ?????? ????????? ???? ?????? ?????? ??? «??????????»,;Muslim muslimien seuraajat päätimme uudestaan ??synnyttää maamme nyt "Hyderabadiksi";x
become_slovenia_title;Heirs of Carantania;Héritiers de la Carantanie;Erben von Karantanien;Spadkobiercy Carantania;Herederos de Carantania;Eredi della Carantania;Carantániai örökösei;Dedici Carantanie;Carantániai örökösei;Erfgenamen van Carantania;Herdeiros da Carantania;?????????? ??????????;Carantanian perijät;x
become_slovenia_desc;The Northernmost along the South Slavs, Slovenes deserve a state and we happen to be the one.;Les plus au nord des Slaves du Sud, les Slovènes méritent un état et nous en sommes le seul.;Die nördlichsten entlang der Südslawen, Slowenen verdienen einen Staat und wir sind zufällig derjenige.;Najbardziej wysunieta na pólnoc wzdluz poludniowych Slowian Slowency zasluguja na panstwo i stajemy sie jednymi z nich.;Los más septentrionales de los eslavos del sur, los Eslovenos merecen un estado y este sucede ser el uno.;I più settentrionali fra gli Slavi del Sud, gli Sloveni meritano uno stato e noi lo siamo.;A legdélibbek a délszlávok mentén, a szlovének megérdemlik az államot, és mi is az egyetlen.;Nejsevernejší podél jižních Slovanu, Slovinci si zaslouží stát a my jsme náhodou jeden.;A legdélibbek a délszlávok mentén, a szlovének megérdemlik az államot, és mi is az egyetlen.;De noordelijkste langs de Zuid-Slaven, verdienen Slovenes een staat en we zijn de enige.;O extremo norte ao longo dos eslavos do sul, os eslovenos merecem um estado e nós somos o único.;????? ???????? ????? ????? ??????, ???????? ??????????? ???????????, ? ?? ????????? ????????.;Eteläiset slaavit pitkin pohjoisimpia, slovenialaiset ansaitsevat valtion ja sattumoimme olevan yksi.;x
latin_empire_upgrade_title;The Empire of Romania;L'Empire de Romanie;Das Reich von Römischen;Imperium Rumunii;El imperio de Rumania;L'Impero di Romania;A román birodalom;Ríše Rumunska;A román birodalom;Het rijk van Roemenië;O Império da Romênia;????????? ???????;Romanian valtakunta;x
latin_empire_upgrade_desc;Since the Fourth Crusade, the Frankish domain in the land of the Hellens consolidated. Now, without fake Greek claimants, we can finally dress ourselves as the Empire of the Romans.;Depuis la quatrième croisade, le domaine franc dans la terre des Hellens s'est consolidé. Maintenant, sans faux prétendants grecs, nous pouvons finalement nous habiller comme l'Empire des Romains.;Seit dem vierten Kreuzzug wurde die fränkische Domäne im Land der Hellens konsolidiert. Nun, ohne gefälschte griechische Kläger, können wir uns endlich als das Reich der Römer anziehen.;Od czwartej krucjaty, domena Franków w kraju Hellens skonsolidowala sie. Teraz, bez falszywych greckich wnioskodawców, mozemy wreszcie ubierac sie jako Imperium Rzymian.;Desde la Cuarta Cruzada, el dominio franco en la tierra de los Hellens consolidado. Ahora, sin falsos demandantes griegos, podemos finalmente vestirnos como el Imperio de los romanos.;Dalla Quarta Crociata, il dominio franco nella terra degli Elleni si è consolidato. Ora, senza falsi pretendenti greci, possiamo finalmente vestirci come Impero dei Romani.;A negyedik keresztes hadjárat óta a frankföldi tartomány a Hellens földjén megszilárdul. Most, hamis görög kérelmezok nélkül, végül el tudjuk öltözni magunkat, mint a rómaiak birodalmát.;Od ctvrté krížové výpravy se konsolidovala francouzská doména v zemi Heléncu. Nyní, bez falešných reckých stežovatelu, se konecne mužeme oblékat jako Ríše Rímanu.;A negyedik keresztes hadjárat óta a frankföldi tartomány a Hellens földjén megszilárdul. Most, hamis görög kérelmezok nélkül, végül el tudjuk öltözni magunkat, mint a rómaiak birodalmát.;Sinds de vierde kruistocht heeft het Frankse domein in het land van de Hellens geconsolideerd. Nu, zonder valse Griekse claimants, kunnen we ons uiteindelijk als het Romeinse Rijk aantrekken.;Desde a Quarta Cruzada, o domínio franco na terra do Hellens consolidou. Agora, sem falsos requerentes gregos, podemos finalmente nos vestir como o Império dos Romanos.;??????? ? ?????????? ?????????? ??????, ????????? ????? ? ????? ??????? ????????????????. ??????, ??? ?????????? ????????? ????????????, ?? ??????? ????? ??????? ??? ??????? ??????.;Neljännestä ristiretkestä lähtien Frankenin aluetunnus Hellensin maassa on vahvistunut. Nyt, ilman vääriä kreikkalaisia ??kantajat, voimme vihdoin pukeutua itseämme roomalaisten valtakuntaan.;x
guangxi_clique_title;The Chinese dynasty of Guangxi;La dynastie chinoise du Guangxi;Die chinesische Dynastie von Guangxi;Chinska dynastia Guangxi;La dinastía china de Guangxi;La dinastia cinese di Guangxi;Guangxi kínai dinasztia;Cínská dynastie v Guangxi;Guangxi kínai dinasztia;De Chinese dynastie van Guangxi;A dinastia chinesa de Guangxi;????????? ???????? ??????;Guangxiin kiinan dynastian;x
guangxi_clique_desc;Few do remember us for our dynasty. Better to restyle ourselves with our new name, based on our location.;Peu se souvient de nous pour notre dynastie. Il vaut mieux nous restructurer avec notre nouveau nom, en fonction de notre emplacement.;Nur wenige erinnern uns an unsere Dynastie. Besser, um uns mit unserem neuen Namen, basierend auf unserem Standort, neu zu gestalten.;Niewielu pamietasz nas za nasza dynastie. Lepiej naprawiac nasze nowe imie, opierajac sie na naszej lokalizacji.;Pocos nos recuerdan por nuestra dinastía. Es mejor cambiar de estilo con nuestro nuevo nombre, basado en nuestra ubicación.;Pochi ci ricordano la nostra dinastia. Meglio restyling noi con il nostro nuovo nome, basato sulla nostra posizione.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Jen málokdo si pamatuje na naši dynastii. Je lepší, abychom se znovu naplnili novým jménem, ??založeným na naší poloze.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Weinigen onthouden ons voor onze dynastie. Beter om ons te herstellen met onze nieuwe naam, gebaseerd op onze locatie.;Poucos se lembram de nós para nossa dinastia. É melhor reformular-nos com o nosso novo nome, com base na nossa localização.;???? ??? ?????? ??? ?? ???? ????????. ????? ????????????? ???? ????? ??????, ?????????? ?? ????? ????????????.;Muutama muistuttaa meitä meidän dynastiaamme. Parempi uudelleenkirjoittaaksemme uuden nimemme sijainnin perusteella.;x
manchu_clique_title;The Chinese dynasty of Manchuria;La dynastie chinoise de la Mandchourie;Die chinesische Dynastie der Mandschurei;Chinska dynastia Mandzurii;La dinastía china de Manchuria;La dinastia cinese di Manciuria;A Manciuria kínai dinasztia;Cínská dynastie Manchurie;A Manciuria kínai dinasztia;De Chinese dynastie van Manchuria;A dinastia chinesa da Manchúria;????????? ???????? ??????????;Manchurin Kiinan dynastian;x
manchu_clique_desc;Few do remember us for our dynasty. Better to restyle ourselves with our new name, based on our location.;Peu se souvient de nous pour notre dynastie. Il vaut mieux nous restructurer avec notre nouveau nom, en fonction de notre emplacement.;Nur wenige erinnern uns an unsere Dynastie. Besser, um uns mit unserem neuen Namen, basierend auf unserem Standort, neu zu gestalten.;Niewielu pamietasz nas za nasza dynastie. Lepiej naprawiac nasze nowe imie, opierajac sie na naszej lokalizacji.;Pocos nos recuerdan por nuestra dinastía. Es mejor cambiar de estilo con nuestro nuevo nombre, basado en nuestra ubicación.;Pochi ci ricordano la nostra dinastia. Meglio restyling noi con il nostro nuovo nome, basato sulla nostra posizione.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Jen málokdo si pamatuje na naši dynastii. Je lepší, abychom se znovu naplnili novým jménem, ??založeným na naší poloze.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Weinigen onthouden ons voor onze dynastie. Beter om ons te herstellen met onze nieuwe naam, gebaseerd op onze locatie.;Poucos se lembram de nós para nossa dinastia. É melhor reformular-nos com o nosso novo nome, com base na nossa localização.;???? ??? ?????? ??? ?? ???? ????????. ????? ????????????? ???? ????? ??????, ?????????? ?? ????? ????????????.;Muutama muistuttaa meitä meidän dynastiaamme. Parempi uudelleenkirjoittaaksemme uuden nimemme sijainnin perusteella.;x
shanxi_clique_title;The Chinese dynasty of Shanxi;La dynastie chinoise du Shanxi;Die chinesische Dynastie von Shanxi;Chinska dynastia Shanxi;La dinastía china de Shanxi;La dinastia cinese di Shanxi;Shanxi kínai dinasztia;Cínská dynastie Shanxi;Shanxi kínai dinasztia;De Chinese dynastie van Shanxi;A dinastia chinesa de Shanxi;????????? ???????? ??????;Kiinan dynastian Shanxi;x
shanxi_clique_desc;Few do remember us for our dynasty. Better to restyle ourselves with our new name, based on our location.;Peu se souvient de nous pour notre dynastie. Il vaut mieux nous restructurer avec notre nouveau nom, en fonction de notre emplacement.;Nur wenige erinnern uns an unsere Dynastie. Besser, um uns mit unserem neuen Namen, basierend auf unserem Standort, neu zu gestalten.;Niewielu pamietasz nas za nasza dynastie. Lepiej naprawiac nasze nowe imie, opierajac sie na naszej lokalizacji.;Pocos nos recuerdan por nuestra dinastía. Es mejor cambiar de estilo con nuestro nuevo nombre, basado en nuestra ubicación.;Pochi ci ricordano la nostra dinastia. Meglio restyling noi con il nostro nuovo nome, basato sulla nostra posizione.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Jen málokdo si pamatuje na naši dynastii. Je lepší, abychom se znovu naplnili novým jménem, ??založeným na naší poloze.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Weinigen onthouden ons voor onze dynastie. Beter om ons te herstellen met onze nieuwe naam, gebaseerd op onze locatie.;Poucos se lembram de nós para nossa dinastia. É melhor reformular-nos com o nosso novo nome, com base na nossa localização.;???? ??? ?????? ??? ?? ???? ????????. ????? ????????????? ???? ????? ??????, ?????????? ?? ????? ????????????.;Muutama muistuttaa meitä meidän dynastiaamme. Parempi uudelleenkirjoittaaksemme uuden nimemme sijainnin perusteella.;x
xibei_clique_title;The Chinese dynasty of Qinghai;La dynastie chinoise de Qinghai;Die chinesische Dynastie von Qinghai;Chinska dynastia Qinghai;La dinastía china de Qinghai;La dinastia cinese di Qinghai;A Qinghai kínai dinasztia;Cínská dynastie Qinghai;A Qinghai kínai dinasztia;De Chinese dynastie van Qinghai;A dinastia chinesa de Qinghai;????????? ???????? ??????;Kiinan dynastian Qinghai;x
xibei_clique_desc;Few do remember us for our dynasty. Better to restyle ourselves with our new name, based on our location.;Peu se souvient de nous pour notre dynastie. Il vaut mieux nous restructurer avec notre nouveau nom, en fonction de notre emplacement.;Nur wenige erinnern uns an unsere Dynastie. Besser, um uns mit unserem neuen Namen, basierend auf unserem Standort, neu zu gestalten.;Niewielu pamietasz nas za nasza dynastie. Lepiej naprawiac nasze nowe imie, opierajac sie na naszej lokalizacji.;Pocos nos recuerdan por nuestra dinastía. Es mejor cambiar de estilo con nuestro nuevo nombre, basado en nuestra ubicación.;Pochi ci ricordano la nostra dinastia. Meglio restyling noi con il nostro nuovo nome, basato sulla nostra posizione.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Jen málokdo si pamatuje na naši dynastii. Je lepší, abychom se znovu naplnili novým jménem, ??založeným na naší poloze.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Weinigen onthouden ons voor onze dynastie. Beter om ons te herstellen met onze nieuwe naam, gebaseerd op onze locatie.;Poucos se lembram de nós para nossa dinastia. É melhor reformular-nos com o nosso novo nome, com base na nossa localização.;???? ??? ?????? ??? ?? ???? ????????. ????? ????????????? ???? ????? ??????, ?????????? ?? ????? ????????????.;Muutama muistuttaa meitä meidän dynastiaamme. Parempi uudelleenkirjoittaaksemme uuden nimemme sijainnin perusteella.;x
xinjiang_clique_title;The Chinese dynasty of Xinjiang;La dynastie chinoise du Xinjiang;Die chinesische Dynastie von Xinjiang;Chinska dynastia Xinjiang;La dinastía china de Xinjiang;La dinastia cinese di Xinjiang;A Xinjiang kínai dinasztia;Cínská dynastie Xinjiang;A Xinjiang kínai dinasztia;De Chinese dynastie van Xinjiang;A dinastia chinesa de Xinjiang;????????? ???????? ????????;Kiinan dynastian Xinjiangissa;x
xinjiang_clique_desc;Few do remember us for our dynasty. Better to restyle ourselves with our new name, based on our location.;Peu se souvient de nous pour notre dynastie. Il vaut mieux nous restructurer avec notre nouveau nom, en fonction de notre emplacement.;Nur wenige erinnern uns an unsere Dynastie. Besser, um uns mit unserem neuen Namen, basierend auf unserem Standort, neu zu gestalten.;Niewielu pamietasz nas za nasza dynastie. Lepiej naprawiac nasze nowe imie, opierajac sie na naszej lokalizacji.;Pocos nos recuerdan por nuestra dinastía. Es mejor cambiar de estilo con nuestro nuevo nombre, basado en nuestra ubicación.;Pochi ci ricordano la nostra dinastia. Meglio restyling noi con il nostro nuovo nome, basato sulla nostra posizione.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Jen málokdo si pamatuje na naši dynastii. Je lepší, abychom se znovu naplnili novým jménem, ??založeným na naší poloze.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Weinigen onthouden ons voor onze dynastie. Beter om ons te herstellen met onze nieuwe naam, gebaseerd op onze locatie.;Poucos se lembram de nós para nossa dinastia. É melhor reformular-nos com o nosso novo nome, com base na nossa localização.;???? ??? ?????? ??? ?? ???? ????????. ????? ????????????? ???? ????? ??????, ?????????? ?? ????? ????????????.;Muutama muistuttaa meitä meidän dynastiaamme. Parempi uudelleenkirjoittaaksemme uuden nimemme sijainnin perusteella.;x
yunnan_clique_title;The Chinese dynasty of Yunnan;La dynastie chinoise du Yunnan;Die chinesische Dynastie von Yunnan;Chinska dynastia Yunnan;La dinastía china de Yunnan;La dinastia cinese di Yunnan;A kínai Yunnan dinasztia;Cínská dynastie Yunnan;A kínai Yunnan dinasztia;De Chinese dynastie van Yunnan;A dinastia chinesa de Yunnan;????????? ???????? ???????;Kiinan Yunnanin dynastia;x
yunnan_clique_desc;Few do remember us for our dynasty. Better to restyle ourselves with our new name, based on our location.;Peu se souvient de nous pour notre dynastie. Il vaut mieux nous restructurer avec notre nouveau nom, en fonction de notre emplacement.;Nur wenige erinnern uns an unsere Dynastie. Besser, um uns mit unserem neuen Namen, basierend auf unserem Standort, neu zu gestalten.;Niewielu pamietasz nas za nasza dynastie. Lepiej naprawiac nasze nowe imie, opierajac sie na naszej lokalizacji.;Pocos nos recuerdan por nuestra dinastía. Es mejor cambiar de estilo con nuestro nuevo nombre, basado en nuestra ubicación.;Pochi ci ricordano la nostra dinastia. Meglio restyling noi con il nostro nuovo nome, basato sulla nostra posizione.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Jen málokdo si pamatuje na naši dynastii. Je lepší, abychom se znovu naplnili novým jménem, ??založeným na naší poloze.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Weinigen onthouden ons voor onze dynastie. Beter om ons te herstellen met onze nieuwe naam, gebaseerd op onze locatie.;Poucos se lembram de nós para nossa dinastia. É melhor reformular-nos com o nosso novo nome, com base na nossa localização.;???? ??? ?????? ??? ?? ???? ????????. ????? ????????????? ???? ????? ??????, ?????????? ?? ????? ????????????.;Muutama muistuttaa meitä meidän dynastiaamme. Parempi uudelleenkirjoittaaksemme uuden nimemme sijainnin perusteella.;x
become_longobardia_title;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;x
become_longobardia_desc;After long time, we are the main of the duchies of the Lombards. It is imperative that we get the Iron Crown and lead our Nation into this modern age.;Après longtemps, nous sommes la principale des duchés des Lombards. Il est impératif que nous obtenions la Couronne de Fer et conduisions notre Nation dans cette ère moderne.;Nach langer Zeit sind wir die wichtigsten der Herzogtümer der Langobarden. Es ist unerlässlich, dass wir die Eiserne Krone bekommen und unsere Nation in diese moderne Zeit führen.;Po dlugim czasie jestesmy glówna ksiestwami Longobardów. Konieczne jest, abysmy zdobyli Zelazna Korone i poprowadzili nasz Naród do tego nowoczesnego wieku.;Después de mucho tiempo, somos el principal de los ducados de los lombardos. Es imperativo que obtengamos la Corona de Hierro y lideremos a nuestra Nación en esta edad moderna.;Dopo tanto tempo, siamo il principale dei ducati dei Longobardi. È imperativo che noi siamo coloro che ottengono la Corona di Ferro e che regnamo la nostra Nazione in quest’era moderna.;Hosszú ido után mi vagyunk a Lombards duchijai fobbek vagyunk. Rendkívül fontos, hogy megkapjuk a vas koronát, és vezessük országunkat a mai korban.;Po dlouhém case jsme hlavními duchy Lombardu. Je nezbytne nutné, abychom dostali železnou korunu a vedli náš národ do tohoto moderního veku.;Hosszú ido után mi vagyunk a Lombards duchijai fobbek vagyunk. Rendkívül fontos, hogy megkapjuk a vas koronát, és vezessük országunkat a mai korban.;Na lange tijd zijn we de belangrijkste van de hertogdommen van de Longobarden. Het is absoluut noodzakelijk dat we de IJzerkroon krijgen en onze natie naar deze moderne tijd leiden.;Depois de muito tempo, somos o principal dos ducados dos lombardos. É imperativo que obtenhamos a Coroa de Ferro e lideremos nossa Nação para essa era moderna.;????? ??????? ??????? ?? ???????? ???????? ???????????? ???????????. ?????? ?????, ????? ?? ???????? ???????? ?????? ? ??????? ???? ????? ? ???? ??????????? ???.;Pitkän ajan kuluttua me olemme päämiehet Lombardsin duchit. On ehdottoman tärkeää, että saamme rautaisen kruunun ja johdattamaan kansamme tämän modernin aikakauden.;x
form_japan_title;Unite the Daimyos;Unissez les Daimyos;Begleite die Daimyos;Dolacz do Daimyos;Únete a los Daimyos;Unisciti ai Daimyos;Csatlakozz a Daimyoshoz;Pripojte se k Daimyos;Csatlakozz a Daimyoshoz;Word lid van de Daimyos;Junte-se aos Daimyos;??????????????? ? Daimyos;Liity Daimyosiin;x
form_japan_desc;For centuries blocked by the feudal institutions, now Japan has achieved a national unity to fight against the barbarians from outside.;Pendant des siècles bloqués par les institutions féodales, le Japon a maintenant réalisé une unité nationale pour lutter contre les barbares de l'extérieur.;Seit Jahrhunderten von feudalen Institutionen blockiert, hat Japan jetzt nationale Einheit erreicht, um gegen Barbaren von außen zu kämpfen.;Przez stulecia blokowane przez instytucje feudalne Japonia osiagnela jednosc narodowa, by walczyc z barbarzyncami z zewnatrz.;Durante siglos bloqueado por las instituciones feudales, Japón ahora ha logrado la unidad nacional para luchar contra los bárbaros desde el exterior.;Per secoli bloccati dalle istituzioni feudali, il Giappone ha ora raggiunto l'unità nazionale per combattere i barbari dall'esterno.;A feudális intézmények által blokkolt évszázadok óta Japán ma már nemzeti egységgel küzdött a kívülrol érkezo barbárokkal szemben.;Po staletí zablokované feudálními institucemi Japonsko nyní dosáhlo národní jednoty v boji proti barbarum zvencí.;A feudális intézmények által blokkolt évszázadok óta Japán ma már nemzeti egységgel küzdött a kívülrol érkezo barbárokkal szemben.;Eeuwenlang geblokkeerd door feodale instellingen, heeft Japan nu de nationale eenheid bereikt om te vechten tegen barbaren van buitenaf.;Durante séculos bloqueados pelas instituições feudais, o Japão já conseguiu a unidade nacional para lutar contra os bárbaros de fora.;?? ?????????? ????????, ????????????? ??????????? ????????????, ?????? ?????? ???????? ????????????? ????????, ????? ???????? ? ????????? ?????.;Joiden vuosisatojen ajan feodaaliset instituutiot ovat estäneet Japanin saavuttaneen kansallisen yhtenäisyyden taistella ulkomaalaisia ??barbaareja vastaan.;x
form_the_undeads_title;Those from the City of Dis;Ceux de la ville de Dis;Diejenigen der Stadt Dis;Ci z miasta Dis;Los de la ciudad de Dis;Quelli della città di Dis;Azok a város, Dis;Ti z mesta Dis;Azok a város, Dis;Die van de stad Dis;Os da cidade de Dis;?? ?? ?????? Dis;Ne kaupungin Dis;x
